inst#,actual,predicted,error,prediction
4837,1:?,1:yes,,1
4838,1:?,1:yes,,1
4839,1:?,1:yes,,1
4840,1:?,1:yes,,0.969
4841,1:?,1:yes,,1
4842,1:?,1:yes,,0.832
4843,1:?,1:yes,,0.963
4844,1:?,1:yes,,0.986
4845,1:?,1:yes,,1
4846,1:?,1:yes,,1
4847,1:?,1:yes,,1
4848,1:?,1:yes,,0.955
4849,1:?,2:no,,0.649
4850,1:?,1:yes,,0.947
4851,1:?,1:yes,,1
4852,1:?,1:yes,,1
4853,1:?,1:yes,,0.994
4854,1:?,2:no,,0.785
4855,1:?,1:yes,,0.997
4856,1:?,1:yes,,1
4857,1:?,1:yes,,1
4858,1:?,1:yes,,1
4859,1:?,1:yes,,0.985
4860,1:?,1:yes,,0.817
4861,1:?,1:yes,,1
4862,1:?,1:yes,,0.999
4863,1:?,1:yes,,0.931
4864,1:?,1:yes,,1
4865,1:?,1:yes,,0.998
4866,1:?,1:yes,,1
4867,1:?,1:yes,,0.996
4868,1:?,1:yes,,0.987
4869,1:?,1:yes,,0.757
4870,1:?,1:yes,,1
4871,1:?,1:yes,,0.942
4872,1:?,1:yes,,0.96
4873,1:?,1:yes,,1
4874,1:?,1:yes,,0.999
4875,1:?,1:yes,,1
4876,1:?,1:yes,,1
4877,1:?,1:yes,,0.979
4878,1:?,1:yes,,1
4879,1:?,1:yes,,0.999
4880,1:?,2:no,,0.623
4881,1:?,1:yes,,1
4882,1:?,1:yes,,1
4883,1:?,1:yes,,0.998
4884,1:?,1:yes,,0.952
4885,1:?,1:yes,,0.945
4886,1:?,1:yes,,0.879
4887,1:?,1:yes,,0.996
4888,1:?,1:yes,,0.972
4889,1:?,1:yes,,0.947
4890,1:?,1:yes,,1
4891,1:?,2:no,,0.794
4892,1:?,1:yes,,0.945
4893,1:?,1:yes,,0.984
4894,1:?,1:yes,,0.723
4895,1:?,1:yes,,0.962
4896,1:?,1:yes,,1
4897,1:?,1:yes,,0.99
4898,1:?,1:yes,,1
4899,1:?,1:yes,,1
4900,1:?,1:yes,,0.927
4901,1:?,1:yes,,0.994
4902,1:?,2:no,,0.999
4903,1:?,1:yes,,1
4904,1:?,1:yes,,0.962
4905,1:?,1:yes,,1
4906,1:?,1:yes,,1
4907,1:?,1:yes,,0.994
4908,1:?,2:no,,0.942
4909,1:?,1:yes,,1
4910,1:?,1:yes,,0.947
4911,1:?,1:yes,,0.936
4912,1:?,1:yes,,1
4913,1:?,2:no,,0.992
4914,1:?,1:yes,,0.837
4915,1:?,1:yes,,0.988
4916,1:?,1:yes,,1
4917,1:?,1:yes,,0.741
4918,1:?,1:yes,,1
4919,1:?,1:yes,,0.957
4920,1:?,1:yes,,0.978
4921,1:?,1:yes,,0.932
4922,1:?,2:no,,0.957
4923,1:?,1:yes,,0.96
4924,1:?,1:yes,,1
4925,1:?,1:yes,,0.952
4926,1:?,1:yes,,0.931
4927,1:?,1:yes,,0.878
4928,1:?,1:yes,,1
4929,1:?,1:yes,,1
4930,1:?,1:yes,,1
4931,1:?,1:yes,,0.957
4932,1:?,1:yes,,0.927
4933,1:?,1:yes,,1
4934,1:?,1:yes,,0.981
4935,1:?,1:yes,,0.885
4936,1:?,2:no,,1
4937,1:?,1:yes,,0.955
4938,1:?,1:yes,,0.992
4939,1:?,1:yes,,1
4940,1:?,1:yes,,0.97
4941,1:?,1:yes,,0.938
4942,1:?,1:yes,,1
4943,1:?,1:yes,,0.927
4944,1:?,1:yes,,1
4945,1:?,1:yes,,0.937
4946,1:?,1:yes,,0.735
4947,1:?,1:yes,,1
4948,1:?,1:yes,,0.574
4949,1:?,1:yes,,1
4950,1:?,1:yes,,1
4951,1:?,1:yes,,0.991
4952,1:?,1:yes,,0.939
4953,1:?,1:yes,,0.955
4954,1:?,1:yes,,0.98
4955,1:?,1:yes,,1
4956,1:?,1:yes,,1
4957,1:?,1:yes,,0.875
4958,1:?,1:yes,,1
4959,1:?,1:yes,,0.937
4960,1:?,1:yes,,0.945
4961,1:?,1:yes,,1
4962,1:?,1:yes,,1
4963,1:?,1:yes,,0.858
4964,1:?,1:yes,,1
4965,1:?,1:yes,,1
4966,1:?,1:yes,,0.996
4967,1:?,1:yes,,0.97
4968,1:?,1:yes,,0.991
4969,1:?,1:yes,,0.944
4970,1:?,1:yes,,0.953
4971,1:?,1:yes,,0.989
4972,1:?,1:yes,,0.948
4973,1:?,1:yes,,0.941
4974,1:?,1:yes,,0.992
4975,1:?,2:no,,0.956
4976,1:?,1:yes,,0.969
4977,1:?,2:no,,0.997
4978,1:?,1:yes,,0.927
4979,1:?,1:yes,,0.938
4980,1:?,1:yes,,1
4981,1:?,1:yes,,0.932
4982,1:?,1:yes,,0.997
4983,1:?,1:yes,,0.942
4984,1:?,1:yes,,0.999
4985,1:?,1:yes,,0.941
4986,1:?,1:yes,,0.991
4987,1:?,1:yes,,1
4988,1:?,1:yes,,0.649
4989,1:?,1:yes,,0.984
4990,1:?,1:yes,,0.991
4991,1:?,1:yes,,0.972
4992,1:?,2:no,,0.727
4993,1:?,1:yes,,0.948
4994,1:?,1:yes,,0.995
4995,1:?,1:yes,,0.996
4996,1:?,1:yes,,0.997
4997,1:?,1:yes,,1
4998,1:?,1:yes,,0.678
4999,1:?,2:no,,0.931
5000,1:?,1:yes,,0.944
5001,1:?,1:yes,,0.988
5002,1:?,1:yes,,0.944
5003,1:?,1:yes,,0.932
5004,1:?,1:yes,,1
5005,1:?,1:yes,,1
5006,1:?,1:yes,,1
5007,1:?,1:yes,,1
5008,1:?,1:yes,,0.98
5009,1:?,1:yes,,0.945
5010,1:?,1:yes,,0.995
5011,1:?,1:yes,,0.953
5012,1:?,1:yes,,1
5013,1:?,1:yes,,0.946
5014,1:?,1:yes,,0.844
5015,1:?,1:yes,,1
5016,1:?,1:yes,,0.969
5017,1:?,1:yes,,0.931
5018,1:?,1:yes,,1
5019,1:?,1:yes,,1
5020,1:?,1:yes,,0.947
5021,1:?,1:yes,,1
5022,1:?,1:yes,,1
5023,1:?,1:yes,,0.989
5024,1:?,1:yes,,0.982
5025,1:?,1:yes,,1
5026,1:?,1:yes,,1
5027,1:?,1:yes,,1
5028,1:?,1:yes,,0.991
5029,1:?,1:yes,,1
5030,1:?,1:yes,,0.958
5031,1:?,1:yes,,0.954
5032,1:?,1:yes,,1
5033,1:?,1:yes,,0.971
5034,1:?,1:yes,,1
5035,1:?,1:yes,,0.985
5036,1:?,1:yes,,1
5037,1:?,1:yes,,0.988
5038,1:?,1:yes,,1
5039,1:?,1:yes,,1
5040,1:?,1:yes,,1
5041,1:?,1:yes,,0.976
5042,1:?,1:yes,,1
5043,1:?,1:yes,,1
5044,1:?,1:yes,,1
5045,1:?,1:yes,,0.986
5046,1:?,1:yes,,0.983
5047,1:?,1:yes,,1
5048,1:?,1:yes,,0.963
5049,1:?,1:yes,,1
5050,1:?,1:yes,,1
5051,1:?,1:yes,,0.907
5052,1:?,1:yes,,0.947
5053,1:?,1:yes,,0.991
5054,1:?,1:yes,,0.999
5055,1:?,1:yes,,0.998
5056,1:?,1:yes,,0.999
5057,1:?,1:yes,,1
5058,1:?,1:yes,,0.946
5059,1:?,1:yes,,0.987
5060,1:?,1:yes,,1
5061,1:?,1:yes,,0.99
5062,1:?,1:yes,,0.857
5063,1:?,1:yes,,0.987
5064,1:?,1:yes,,0.984
5065,1:?,1:yes,,0.932
5066,1:?,1:yes,,0.986
5067,1:?,2:no,,0.906
5068,1:?,1:yes,,0.991
5069,1:?,1:yes,,0.939
5070,1:?,1:yes,,0.992
5071,1:?,1:yes,,1
5072,1:?,2:no,,0.886
5073,1:?,1:yes,,1
5074,1:?,1:yes,,0.944
5075,1:?,1:yes,,0.935
5076,1:?,1:yes,,0.942
5077,1:?,1:yes,,0.952
5078,1:?,1:yes,,1
5079,1:?,2:no,,0.512
5080,1:?,1:yes,,1
5081,1:?,1:yes,,1
5082,1:?,1:yes,,1
5083,1:?,1:yes,,1
5084,1:?,1:yes,,0.999
5085,1:?,1:yes,,0.951
5086,1:?,1:yes,,1
5087,1:?,1:yes,,0.937
5088,1:?,1:yes,,1
5089,1:?,1:yes,,1
5090,1:?,1:yes,,0.976
5091,1:?,1:yes,,0.97
5092,1:?,1:yes,,0.872
5093,1:?,1:yes,,0.976
5094,1:?,2:no,,0.787
5095,1:?,1:yes,,1
5096,1:?,1:yes,,0.955
5097,1:?,1:yes,,0.973
5098,1:?,1:yes,,1
5099,1:?,1:yes,,0.983
5100,1:?,1:yes,,1
5101,1:?,2:no,,0.601
5102,1:?,1:yes,,1
5103,1:?,1:yes,,0.994
5104,1:?,1:yes,,1
5105,1:?,1:yes,,1
5106,1:?,1:yes,,0.984
5107,1:?,1:yes,,0.995
5108,1:?,1:yes,,1
5109,1:?,1:yes,,1
5110,1:?,1:yes,,0.981
5111,1:?,1:yes,,0.988
5112,1:?,1:yes,,0.946
5113,1:?,1:yes,,1
5114,1:?,1:yes,,0.906
5115,1:?,1:yes,,0.982
5116,1:?,1:yes,,1
5117,1:?,1:yes,,1
5118,1:?,1:yes,,0.954
5119,1:?,1:yes,,1
5120,1:?,1:yes,,0.999
5121,1:?,1:yes,,0.951
5122,1:?,1:yes,,0.984
5123,1:?,1:yes,,1
5124,1:?,1:yes,,1
5125,1:?,1:yes,,0.952
5126,1:?,1:yes,,0.991
5127,1:?,1:yes,,1
5128,1:?,1:yes,,0.959
5129,1:?,1:yes,,0.989
5130,1:?,1:yes,,1
5131,1:?,1:yes,,0.96
5132,1:?,1:yes,,1
5133,1:?,1:yes,,0.999
5134,1:?,1:yes,,1
5135,1:?,1:yes,,0.826
5136,1:?,1:yes,,0.943
5137,1:?,1:yes,,1
5138,1:?,1:yes,,0.993
5139,1:?,1:yes,,0.999
5140,1:?,1:yes,,0.945
5141,1:?,1:yes,,0.962
5142,1:?,1:yes,,0.919
5143,1:?,1:yes,,0.927
5144,1:?,1:yes,,0.993
5145,1:?,1:yes,,1
5146,1:?,1:yes,,0.958
5147,1:?,1:yes,,1
5148,1:?,1:yes,,0.955
5149,1:?,1:yes,,1
5150,1:?,1:yes,,0.97
5151,1:?,1:yes,,0.943
5152,1:?,1:yes,,1
5153,1:?,1:yes,,0.998
5154,1:?,1:yes,,1
5155,1:?,2:no,,0.99
5156,1:?,1:yes,,1
5157,1:?,1:yes,,0.994
5158,1:?,1:yes,,0.945
5159,1:?,1:yes,,1
5160,1:?,1:yes,,1
5161,1:?,1:yes,,0.996
5162,1:?,1:yes,,1
5163,1:?,1:yes,,1
5164,1:?,1:yes,,1
5165,1:?,1:yes,,0.991
5166,1:?,1:yes,,0.99
5167,1:?,1:yes,,0.942
5168,1:?,1:yes,,1
5169,1:?,1:yes,,0.979
5170,1:?,1:yes,,0.999
5171,1:?,1:yes,,0.912
5172,1:?,2:no,,0.99
5173,1:?,1:yes,,0.916
5174,1:?,1:yes,,0.98
5175,1:?,1:yes,,0.991
5176,1:?,2:no,,0.813
5177,1:?,1:yes,,0.999
5178,1:?,1:yes,,1
5179,1:?,1:yes,,0.951
5180,1:?,1:yes,,1
5181,1:?,1:yes,,0.967
5182,1:?,1:yes,,0.946
5183,1:?,1:yes,,0.938
5184,1:?,1:yes,,1
5185,1:?,1:yes,,0.979
5186,1:?,2:no,,0.802
5187,1:?,1:yes,,0.981
5188,1:?,1:yes,,0.989
5189,1:?,1:yes,,0.962
5190,1:?,1:yes,,1
5191,1:?,1:yes,,1
5192,1:?,1:yes,,1
5193,1:?,1:yes,,1
5194,1:?,1:yes,,1
5195,1:?,1:yes,,0.99
5196,1:?,1:yes,,0.969
5197,1:?,1:yes,,1
5198,1:?,1:yes,,1
5199,1:?,1:yes,,0.52
5200,1:?,1:yes,,1
5201,1:?,1:yes,,0.99
5202,1:?,1:yes,,0.994
5203,1:?,1:yes,,1
5204,1:?,1:yes,,1
5205,1:?,1:yes,,1
5206,1:?,1:yes,,0.931
5207,1:?,2:no,,0.929
5208,1:?,1:yes,,0.948
5209,1:?,1:yes,,0.966
5210,1:?,2:no,,0.994
5211,1:?,2:no,,0.858
5212,1:?,1:yes,,0.989
5213,1:?,1:yes,,0.998
5214,1:?,1:yes,,1
5215,1:?,1:yes,,0.998
5216,1:?,1:yes,,0.996
5217,1:?,1:yes,,0.999
5218,1:?,1:yes,,1
5219,1:?,1:yes,,0.954
5220,1:?,1:yes,,0.978
5221,1:?,1:yes,,0.948
5222,1:?,1:yes,,0.951
5223,1:?,1:yes,,0.933
5224,1:?,1:yes,,0.924
5225,1:?,1:yes,,1
5226,1:?,1:yes,,0.976
5227,1:?,1:yes,,0.99
5228,1:?,1:yes,,1
5229,1:?,2:no,,0.532
5230,1:?,1:yes,,0.95
5231,1:?,1:yes,,0.999
5232,1:?,1:yes,,1
5233,1:?,1:yes,,0.906
5234,1:?,1:yes,,0.978
5235,1:?,1:yes,,0.999
5236,1:?,1:yes,,0.979
5237,1:?,1:yes,,1
5238,1:?,1:yes,,0.998
5239,1:?,1:yes,,0.921
5240,1:?,1:yes,,0.948
5241,1:?,1:yes,,0.979
5242,1:?,1:yes,,1
5243,1:?,1:yes,,0.962
5244,1:?,1:yes,,0.947
5245,1:?,1:yes,,0.999
5246,1:?,1:yes,,1
5247,1:?,1:yes,,0.935
5248,1:?,1:yes,,1
5249,1:?,1:yes,,0.932
5250,1:?,1:yes,,1
5251,1:?,1:yes,,0.984
5252,1:?,1:yes,,0.941
5253,1:?,1:yes,,1
5254,1:?,1:yes,,0.992
5255,1:?,1:yes,,0.739
5256,1:?,1:yes,,0.991
5257,1:?,1:yes,,0.999
5258,1:?,1:yes,,1
5259,1:?,1:yes,,1
5260,1:?,1:yes,,0.949
5261,1:?,1:yes,,0.943
5262,1:?,1:yes,,0.947
5263,1:?,1:yes,,0.733
5264,1:?,1:yes,,0.947
5265,1:?,1:yes,,1
5266,1:?,1:yes,,1
5267,1:?,2:no,,0.865
5268,1:?,1:yes,,1
5269,1:?,1:yes,,1
5270,1:?,1:yes,,0.973
5271,1:?,1:yes,,0.987
5272,1:?,1:yes,,1
5273,1:?,1:yes,,1
5274,1:?,1:yes,,0.999
5275,1:?,1:yes,,0.99
5276,1:?,1:yes,,1
5277,1:?,1:yes,,0.975
5278,1:?,1:yes,,1
5279,1:?,1:yes,,0.599
5280,1:?,1:yes,,0.977
5281,1:?,1:yes,,0.987
5282,1:?,1:yes,,1
5283,1:?,1:yes,,0.98
5284,1:?,1:yes,,1
5285,1:?,1:yes,,0.963
5286,1:?,1:yes,,1
5287,1:?,1:yes,,0.932
5288,1:?,1:yes,,0.69
5289,1:?,1:yes,,1
5290,1:?,1:yes,,0.979
5291,1:?,1:yes,,1
5292,1:?,1:yes,,1
5293,1:?,1:yes,,0.971
5294,1:?,1:yes,,0.991
5295,1:?,1:yes,,1
5296,1:?,1:yes,,0.851
5297,1:?,1:yes,,0.996
5298,1:?,1:yes,,1
5299,1:?,1:yes,,0.981
5300,1:?,1:yes,,0.994
5301,1:?,1:yes,,1
5302,1:?,1:yes,,0.938
5303,1:?,1:yes,,1
5304,1:?,1:yes,,0.965
5305,1:?,1:yes,,0.954
5306,1:?,1:yes,,0.999
5307,1:?,1:yes,,0.994
5308,1:?,1:yes,,0.949
5309,1:?,1:yes,,0.975
5310,1:?,1:yes,,1
5311,1:?,1:yes,,1
5312,1:?,1:yes,,1
5313,1:?,1:yes,,1
5314,1:?,1:yes,,0.936
5315,1:?,1:yes,,0.956
5316,1:?,1:yes,,1
5317,1:?,1:yes,,1
5318,1:?,1:yes,,1
5319,1:?,1:yes,,0.985
5320,1:?,1:yes,,1
5321,1:?,1:yes,,0.938
5322,1:?,1:yes,,0.943
5323,1:?,2:no,,1
5324,1:?,1:yes,,0.996
5325,1:?,1:yes,,0.932
5326,1:?,1:yes,,1
5327,1:?,1:yes,,0.942
5328,1:?,1:yes,,0.997
5329,1:?,1:yes,,0.969
5330,1:?,1:yes,,1
5331,1:?,1:yes,,0.938
5332,1:?,1:yes,,0.925
5333,1:?,1:yes,,1
5334,1:?,1:yes,,0.99
5335,1:?,1:yes,,0.986
5336,1:?,1:yes,,0.858
5337,1:?,1:yes,,1
5338,1:?,1:yes,,0.954
5339,1:?,1:yes,,0.943
5340,1:?,1:yes,,0.975
5341,1:?,1:yes,,0.979
5342,1:?,1:yes,,0.938
5343,1:?,1:yes,,1
5344,1:?,1:yes,,0.999
5345,1:?,1:yes,,0.998
5346,1:?,1:yes,,0.837
5347,1:?,2:no,,0.633
5348,1:?,1:yes,,0.978
5349,1:?,1:yes,,0.932
5350,1:?,1:yes,,0.632
5351,1:?,1:yes,,0.654
5352,1:?,1:yes,,0.99
5353,1:?,1:yes,,0.978
5354,1:?,2:no,,1
5355,1:?,2:no,,0.841
5356,1:?,1:yes,,0.942
5357,1:?,2:no,,0.962
5358,1:?,1:yes,,0.885
5359,1:?,1:yes,,1
5360,1:?,1:yes,,0.957
5361,1:?,2:no,,0.973
5362,1:?,1:yes,,0.956
5363,1:?,1:yes,,1
5364,1:?,1:yes,,0.991
5365,1:?,1:yes,,0.976
5366,1:?,1:yes,,1
5367,1:?,1:yes,,0.989
5368,1:?,1:yes,,1
5369,1:?,1:yes,,0.948
5370,1:?,1:yes,,1
5371,1:?,2:no,,0.953
5372,1:?,1:yes,,0.999
5373,1:?,1:yes,,0.85
5374,1:?,1:yes,,0.987
5375,1:?,1:yes,,0.934
5376,1:?,1:yes,,0.954
5377,1:?,1:yes,,0.805
5378,1:?,1:yes,,1
5379,1:?,1:yes,,0.994
5380,1:?,1:yes,,0.968
5381,1:?,1:yes,,1
5382,1:?,1:yes,,1
5383,1:?,1:yes,,0.997
5384,1:?,1:yes,,1
5385,1:?,1:yes,,1
5386,1:?,1:yes,,0.995
5387,1:?,1:yes,,0.997
5388,1:?,1:yes,,1
5389,1:?,1:yes,,1
5390,1:?,1:yes,,1
5391,1:?,1:yes,,0.99
5392,1:?,1:yes,,1
5393,1:?,1:yes,,1
5394,1:?,2:no,,0.749
5395,1:?,1:yes,,0.954
5396,1:?,1:yes,,0.976
5397,1:?,1:yes,,0.971
5398,1:?,1:yes,,0.803
5399,1:?,1:yes,,0.987
5400,1:?,1:yes,,0.994
5401,1:?,1:yes,,0.991
5402,1:?,1:yes,,0.967
5403,1:?,1:yes,,1
5404,1:?,1:yes,,0.963
5405,1:?,1:yes,,0.746
5406,1:?,1:yes,,1
5407,1:?,1:yes,,1
5408,1:?,1:yes,,0.987
5409,1:?,1:yes,,0.945
5410,1:?,1:yes,,0.932
5411,1:?,1:yes,,1
5412,1:?,1:yes,,1
5413,1:?,1:yes,,0.974
5414,1:?,1:yes,,1
5415,1:?,2:no,,0.989
5416,1:?,1:yes,,0.999
5417,1:?,1:yes,,0.995
5418,1:?,1:yes,,0.943
5419,1:?,1:yes,,0.964
5420,1:?,1:yes,,1
5421,1:?,1:yes,,1
5422,1:?,1:yes,,1
5423,1:?,1:yes,,1
5424,1:?,1:yes,,0.978
5425,1:?,1:yes,,1
5426,1:?,1:yes,,0.993
5427,1:?,1:yes,,0.999
5428,1:?,1:yes,,1
5429,1:?,1:yes,,0.899
5430,1:?,1:yes,,1
5431,1:?,1:yes,,1
5432,1:?,1:yes,,0.977
5433,1:?,1:yes,,0.937
5434,1:?,1:yes,,1
5435,1:?,1:yes,,0.99
5436,1:?,1:yes,,0.982
5437,1:?,1:yes,,0.989
5438,1:?,1:yes,,0.844
5439,1:?,1:yes,,0.981
5440,1:?,1:yes,,0.987
5441,1:?,1:yes,,0.997
5442,1:?,1:yes,,1
5443,1:?,1:yes,,0.921
5444,1:?,1:yes,,0.813
5445,1:?,1:yes,,1
5446,1:?,1:yes,,0.999
5447,1:?,1:yes,,1
5448,1:?,1:yes,,1
5449,1:?,1:yes,,1
5450,1:?,1:yes,,0.979
5451,1:?,1:yes,,0.941
5452,1:?,1:yes,,0.989
5453,1:?,1:yes,,1
5454,1:?,1:yes,,1
5455,1:?,1:yes,,0.897
5456,1:?,1:yes,,1
5457,1:?,1:yes,,0.948
5458,1:?,1:yes,,0.942
5459,1:?,1:yes,,0.987
5460,1:?,1:yes,,0.962
5461,1:?,1:yes,,1
5462,1:?,1:yes,,1
5463,1:?,1:yes,,0.995
5464,1:?,1:yes,,0.999
5465,1:?,1:yes,,0.984
5466,1:?,1:yes,,0.977
5467,1:?,2:no,,0.78
5468,1:?,1:yes,,1
5469,1:?,1:yes,,1
5470,1:?,1:yes,,1
5471,1:?,1:yes,,0.962
5472,1:?,1:yes,,1
5473,1:?,1:yes,,0.98
5474,1:?,1:yes,,1
5475,1:?,1:yes,,0.998
5476,1:?,1:yes,,1
5477,1:?,1:yes,,0.944
5478,1:?,1:yes,,1
5479,1:?,1:yes,,1
5480,1:?,1:yes,,0.964
5481,1:?,1:yes,,0.999
5482,1:?,1:yes,,0.981
5483,1:?,1:yes,,0.997
5484,1:?,1:yes,,0.932
5485,1:?,1:yes,,0.97
5486,1:?,1:yes,,1
5487,1:?,1:yes,,1
5488,1:?,2:no,,0.657
5489,1:?,1:yes,,1
5490,1:?,1:yes,,0.993
5491,1:?,1:yes,,0.967
5492,1:?,1:yes,,1
5493,1:?,1:yes,,0.968
5494,1:?,1:yes,,0.946
5495,1:?,1:yes,,0.979
5496,1:?,1:yes,,0.999
5497,1:?,1:yes,,0.999
5498,1:?,1:yes,,1
5499,1:?,1:yes,,0.527
5500,1:?,1:yes,,0.999
5501,1:?,1:yes,,0.844
5502,1:?,1:yes,,0.999
5503,1:?,1:yes,,0.999
5504,1:?,1:yes,,0.964
5505,1:?,1:yes,,0.933
5506,1:?,1:yes,,1
5507,1:?,1:yes,,1
5508,1:?,1:yes,,1
5509,1:?,1:yes,,0.979
5510,1:?,1:yes,,0.998
5511,1:?,1:yes,,0.993
5512,1:?,1:yes,,1
5513,1:?,1:yes,,1
5514,1:?,1:yes,,1
5515,1:?,1:yes,,0.832
5516,1:?,2:no,,0.974
5517,1:?,1:yes,,0.959
5518,1:?,1:yes,,0.933
5519,1:?,1:yes,,0.942
5520,1:?,1:yes,,1
5521,1:?,1:yes,,0.995
5522,1:?,1:yes,,1
5523,1:?,1:yes,,0.96
5524,1:?,1:yes,,0.983
5525,1:?,1:yes,,0.943
5526,1:?,1:yes,,0.982
5527,1:?,1:yes,,1
5528,1:?,1:yes,,0.874
5529,1:?,2:no,,0.766
5530,1:?,1:yes,,0.816
5531,1:?,1:yes,,0.907
5532,1:?,1:yes,,0.954
5533,1:?,1:yes,,0.929
5534,1:?,1:yes,,1
5535,1:?,1:yes,,0.932
5536,1:?,1:yes,,0.99
5537,1:?,1:yes,,0.931
5538,1:?,1:yes,,0.943
5539,1:?,1:yes,,1
5540,1:?,1:yes,,1
5541,1:?,1:yes,,1
5542,1:?,1:yes,,0.948
5543,1:?,2:no,,0.94
5544,1:?,1:yes,,1
5545,1:?,1:yes,,1
5546,1:?,1:yes,,0.981
5547,1:?,1:yes,,0.984
5548,1:?,1:yes,,0.964
5549,1:?,1:yes,,1
5550,1:?,1:yes,,0.93
5551,1:?,1:yes,,1
5552,1:?,1:yes,,0.999
5553,1:?,1:yes,,0.973
5554,1:?,1:yes,,1
5555,1:?,1:yes,,0.969
5556,1:?,1:yes,,1
5557,1:?,1:yes,,1
5558,1:?,1:yes,,1
5559,1:?,1:yes,,1
5560,1:?,1:yes,,0.973
5561,1:?,1:yes,,1
5562,1:?,1:yes,,1
5563,1:?,1:yes,,1
5564,1:?,1:yes,,0.94
5565,1:?,2:no,,0.979
5566,1:?,1:yes,,0.935
5567,1:?,1:yes,,0.981
5568,1:?,1:yes,,1
5569,1:?,1:yes,,1
5570,1:?,1:yes,,0.951
5571,1:?,1:yes,,0.987
5572,1:?,1:yes,,0.86
5573,1:?,1:yes,,1
5574,1:?,1:yes,,0.99
5575,1:?,1:yes,,1
5576,1:?,1:yes,,1
5577,1:?,1:yes,,0.888
5578,1:?,1:yes,,0.999
5579,1:?,1:yes,,1
5580,1:?,1:yes,,0.999
5581,1:?,1:yes,,1
5582,1:?,1:yes,,1
5583,1:?,1:yes,,0.951
5584,1:?,1:yes,,0.874
5585,1:?,1:yes,,0.971
5586,1:?,1:yes,,1
5587,1:?,1:yes,,1
5588,1:?,1:yes,,1
5589,1:?,2:no,,0.999
5590,1:?,1:yes,,0.985
5591,1:?,1:yes,,1
5592,1:?,1:yes,,1
5593,1:?,2:no,,0.873
5594,1:?,1:yes,,0.998
5595,1:?,1:yes,,0.861
5596,1:?,1:yes,,0.594
5597,1:?,2:no,,0.916
5598,1:?,1:yes,,1
5599,1:?,1:yes,,0.962
5600,1:?,1:yes,,0.931
5601,1:?,1:yes,,0.938
5602,1:?,1:yes,,0.978
5603,1:?,1:yes,,0.962
5604,1:?,1:yes,,0.932
5605,1:?,1:yes,,0.999
5606,1:?,1:yes,,0.998
5607,1:?,1:yes,,0.938
5608,1:?,1:yes,,0.941
5609,1:?,1:yes,,0.983
5610,1:?,1:yes,,0.968
5611,1:?,1:yes,,0.988
5612,1:?,1:yes,,1
5613,1:?,1:yes,,0.992
5614,1:?,1:yes,,1
5615,1:?,1:yes,,0.952
5616,1:?,2:no,,0.74
5617,1:?,1:yes,,1
5618,1:?,1:yes,,0.977
5619,1:?,1:yes,,0.998
5620,1:?,1:yes,,1
5621,1:?,1:yes,,0.971
5622,1:?,1:yes,,1
5623,1:?,1:yes,,0.97
5624,1:?,1:yes,,0.988
5625,1:?,1:yes,,0.995
5626,1:?,1:yes,,1
5627,1:?,1:yes,,1
5628,1:?,1:yes,,0.934
5629,1:?,1:yes,,1
5630,1:?,1:yes,,0.889
5631,1:?,2:no,,1
5632,1:?,1:yes,,0.996
5633,1:?,2:no,,0.867
5634,1:?,1:yes,,1
5635,1:?,1:yes,,1
5636,1:?,1:yes,,0.937
5637,1:?,1:yes,,0.969
5638,1:?,1:yes,,0.996
5639,1:?,1:yes,,0.976
5640,1:?,1:yes,,0.932
5641,1:?,1:yes,,0.949
5642,1:?,1:yes,,1
5643,1:?,1:yes,,1
5644,1:?,1:yes,,1
5645,1:?,1:yes,,1
5646,1:?,1:yes,,0.906
5647,1:?,1:yes,,1
5648,1:?,2:no,,0.975
5649,1:?,1:yes,,1
5650,1:?,2:no,,1
5651,1:?,1:yes,,1
5652,1:?,1:yes,,1
5653,1:?,1:yes,,0.995
5654,1:?,1:yes,,0.99
5655,1:?,1:yes,,0.926
5656,1:?,1:yes,,1
5657,1:?,1:yes,,1
5658,1:?,1:yes,,0.993
5659,1:?,1:yes,,1
5660,1:?,2:no,,0.84
5661,1:?,1:yes,,1
5662,1:?,2:no,,0.962
5663,1:?,1:yes,,1
5664,1:?,1:yes,,0.992
5665,1:?,1:yes,,0.999
5666,1:?,1:yes,,0.995
5667,1:?,1:yes,,1
5668,1:?,1:yes,,0.971
5669,1:?,1:yes,,1
5670,1:?,1:yes,,0.939
5671,1:?,1:yes,,1
5672,1:?,1:yes,,0.933
5673,1:?,1:yes,,0.94
5674,1:?,1:yes,,1
5675,1:?,2:no,,0.906
5676,1:?,1:yes,,1
5677,1:?,1:yes,,1
5678,1:?,1:yes,,0.848
5679,1:?,1:yes,,1
5680,1:?,1:yes,,0.998
5681,1:?,1:yes,,0.97
5682,1:?,1:yes,,0.987
5683,1:?,1:yes,,0.978
5684,1:?,1:yes,,1
5685,1:?,1:yes,,1
5686,1:?,1:yes,,0.952
5687,1:?,1:yes,,0.979
5688,1:?,1:yes,,0.931
5689,1:?,1:yes,,1
5690,1:?,2:no,,0.999
5691,1:?,1:yes,,0.925
5692,1:?,1:yes,,0.952
5693,1:?,1:yes,,0.941
5694,1:?,1:yes,,1
5695,1:?,1:yes,,0.994
5696,1:?,2:no,,0.683
5697,1:?,1:yes,,1
5698,1:?,1:yes,,0.956
