indiv_nurse,screen_name,username,tweets,followers,following,SA,bio
,@anolamv,anola fiessinger,140,287,"1,249",969,"Avon Representative, parent, Nurse, and many more titles...."
,@HRuhanen,Hanna Ruhanen,194,6,17,"1,100","I am Hanna activity nurse, now in Finland. I have worked Security guard."
,@Nurse_Paige,Paige Marie Hite,123,35,71,"1,517",The (student) nurse is IN.
,@P63C,Patrick K. Cash,109,41,204,"1,619",Nursing Home Administrator / Mini Cooper Enthusiast / The U of South Carolina Alumni The U of Tennessee Alumni
,@Russellht,Helen Terry Russell,185,24,63,"1,747",Long Term Care Nurse Consultant YLEO Ind. Dist. # 2242536 Training and Development Professional
,@beverlyjuin,Beverly June,122,72,173,"1,603","mommy of the cutest boys in the world, nursing student and yoga lover."
,@Savvy21Lynn,savannah lynn,119,37,79,"1,077","I'm 24 I'm a mom CNA @ wachusett manor I want to go to school for nursing I love sports, video games and chicken"
,@emilylvsmonkey,emily,150,0,8,"1,879","Im a Nurse, mommy and a wife. i can be the biggest bitch you will ever know if you cross me the wrong way! i love my family and my friends"
,@hcook2014,Hannah,170,59,96,426,"____ if the son sets you free, you are free indeed // [ _ cu class of '18 // nursing _ ]"
,@gede_leo,gedeleo,176,33,94,"1,441","DIII Nursing DIV Medical surgery of Poltekkes Kemenkes Tjk, Emergency & Surgery Nurse of YMC Hospital, International SOS Paramedic, Member of HIMAPOLSAGA, ProNs"
,@cacia_lynn,cacia logan,103,56,251,"1,019","FT nursing student, multi-skilled tech/nurse assistant on an Oncology floor @ Memorial Hospital. full of fun & laughter. hardworking and determined. :)"
,@ReniMar53717314,Reni Marlina,139,87,209,910,nursing sciences
,@LivePalmer_55,Hannah Palmer,184,44,53,"1,095",new grad nurse.mcgill health science.2ģ0ģ
,@Jennifer_snyde,Jennifer Snyder,160,57,94,943,"beach bum, water skiier, professional napper. nursing major at TCNJ"
,@rachy2504,Rachel Munday,136,30,138,"1,713","2 gorgeous kids (Elliot and Madison), a wonderful husband (Mark). A registered nurse and theatre sister also a qualified surgical care practitioner"
,@Russ_Adams,Russell Adams,140,76,280,"1,761",Married dad & nurse in my 30's
,@MULLEN69,Lynseyloo31,145,9,11,"2,269","I am nurse, mother, and girlfriend!! xx"
,@MissKatia07,Katia,164,9,59,"1,112",20. Future nurse. Love to lift. Love to live _
,@carlosembrano,carlohidalgo,112,14,259,"1,825","i'am a nurse, working as a consultant. . . i've been a nurse for 12 years now. . . never had work abroad. . ."
,@kayemohdub,savun san,119,20,48,"2,127","Nursing school, baby, and work. Life is a bit hectic, but trying to do what I have to do, no time to think about anything else."
,@AngelaEllingson,Angela Ellingson,164,21,114,"2,334",Wife. Mom of two little ones. Registered nurse. Saved by grace.
,@MckayEmma,Emma McKay,109,88,57,"1,088",Proud to be the Director of Nursing @NNUH all views are my own
,@third606,Karen Kimrey Miller,113,11,98,"2,428",A retired nurse just enjoying life and her grandchildren..
,@AmbikaRagbir,Ambika Alagona,125,22,106,965,"Pediatric Nurse, Teacher/Pageant Coach @ Barbizon of Red Bank, Dog Lover"
,@WhosThatGinge,David Watson,174,26,97,"1,004",Hey...Good can only come from good...Training to be a mental health nurse...COYS!!!
,@merhaina_JT,HainaTamms,166,65,260,"1,679","Mher is my name a Nurse by Profession, -.- A girl with full of Determination in Life. ----- Nothing last forever, so Live It Up"
,@Horatio_Web,Horatio-web,193,165,103,"1,699","The aims is to advocate for the interest of psychiatric and mental health nursing in Europe and to promote practice, education, management and research."
,@stillwelljen,Jennifer Stillwell,134,4,36,"1,325","just me!! mom, wife, Army Veteran,music lover,singer (when i try)comedian, maybe a nurse one day(at 40 anything's possible!)Coffee addict!!! think that's it"
,@cstoddard52,Christina Stoddard,196,89,223,703,Live simply / Wilkes Nursing
,@AllergyDevon,Allergy Clinic,149,304,606,"2,186","Independent Allergy Nurse specialising in all aspects of Allergy,Food Intolerance & Digestive Disorders.Telephone consultations & advice nationwide."
,@oche16,Cheryl Falletti,155,16,43,"2,427",i was a dedicated nurse for 45 years and finally retired almost 2 years ago . Now I and my husband are retired and living in Florida! I'm a born Bostonian gi
,@Kings100artwork,Kings 100 art works,163,47,96,822,We are a group of nurses and patients who are organising a charity auction to celebrate 100 years of kings in se5 !
,@JapzDagaang,Japeth James Dagaang,109,2,247,872,"A Simple guy, who is a Registered Nurse in the Philippines, loving person, friendly, religious&willing; to help you as long as I can."
,@RNdegree,Anurse Apractitioner,140,42,132,786,Online Family Nurse Practitioner Programs are available. Classes prepares nurses to meet the health care needs of the family in a variety of settings.
,@Trecia04,Trecia Perez,122,614,"1,916",978,"The Pretty chick brat girl fashionista from davao; Future Run away model. The cute future nurse. Be a girl w/ a mind, a bitch w/ an attitude, a lady w/ class."
,@sheila_gp1,Sheila Gomez,194,16,109,"1,105","I am a nurse, wife and mother to 3 beautiful children. But most importantly I am a follower and believer in Jesus Christ. He is my true love!"
,@joelstn,Joel Stanton,148,84,205,539,Haematology nurse. UCLH. Student advocate. Animal lover. Vegetarian. Coffee addict.
,@DebraG67,Debra George,179,29,123,"2,405","wife, mum, cook, clearner, dispute manager, nurse, taxi driver and Cub Leader"
,@NicoleSnowRN,Nicole Snow,100,12,301,232,Mental health nurse who loves searching for answers and finding new questions. The tweets here are my own take on life and what matters to me.
,@SMaizie,maizie.sueZQ,100,46,225,"1,452",Nurse /Mizzou fan/ Daddy's girl. Can ride an ATV and change a colostomy bag -- all without breaking a nail.
,@em_whitsel,Emily Whitsel,129,92,184,542,"22. Doggy momma of two babies, Beau and Kahlua. Registered nurse. XXVII,MMXV; my forever love @DPrice1222"
,@criggapleaseee,Jessica Crigger,123,106,97,"1,852","I'm in love with my dog, music, tattoos, friends and veggie friendly food. I'm a Nursing Assistant holding hands and hearts of dementia patients."
,@djmikaela_gv999,Mikaela Rotilles,196,84,269,"2,262","Drive Radio GV 99.9 jock, Registered Nurse, Supermom, Dreamer."
,@tricianelius,tricia,144,69,193,"1,633",Nursing Student at UofM
,@shepmpwife,Ang,156,16,95,613,":) i am married, we have 3 boys and i work at a nursing home in dietary :) love life and with all this random chit in between"
,@MelCordenlloyd,Mel Corden-lloyd,139,104,125,"1,112","Mel Corden-Lloyd is a registered personal trainer, ultra marathon runner and trained nurse. She provides bespoke training plans for runners."
,@kicamero70,kim,104,28,171,"1,093","Im a paramedic and a RVP , CSW and student nurse. Likes - anything that causes an adrenaline rush :) ,walking dead and my amazing family."
,@melissaspencer1,melissa spencer,170,21,37,"2,313","Mother, wife, nurse"
,@tsgulyas,Teresa Gulyas,159,123,181,"2,337","Wife, mom, daughter, nurse, writer, teacher, reader, explorer, and nature loving optimist"
,@dianejcox,Diane Cox,102,219,145,"1,768","Dental nurse and trainer at Absolute Dental Training in Kingsbridge. Looking to pass my knowledge, enthusiasm and love of the profession on to my students."
,@SWEETBOBBINS,SWEET BOBBINS,179,650,"1,121","1,654","SweetBobbins creates unique,quality,handmade chic baby items. Baby items include but aren't limited to bibs, cloth wipes, nursing covers,& wet bags."
,@EsotericaB,Esoterica Berry,157,1,92,786,"Nurse in pharmaceutical clinical research. enjoy reading, writing singing and listening to music"
,@pinaycapricorn1,MaFaub,136,36,552,409,Carolina nurse on duty.
,@pretz04,Ela Milo,191,30,191,"2,107",Not famous. Not popular. But i'm happy and free. #proudtobeanurse. Graduate of BSN. Staff nurse in UAE.
,@_unicornns,Nurse,134,51,91,147,
,@anynav,ana maria,114,9,47,"2,255",professional nursing study and my dream is to work in the International Red Cross to help those who need ...
,@PickleGiraffe,Nicky Smith,155,30,84,"1,528",Nicky. Nursing. Music. Rap Beast. Jonny Craig. Animals. Root Beer. Tanning. ipad. Geriatric Patients. Disney. Lil Wayne. Working in the ER
,@jybzsky,Gybeth Glodove,176,26,96,"1,356","smile-worn face, born diva-diva, sleep nurse, dilettante, idealist, eater--not a cook, wanderer, and a yuppie"
,@MrsAbbyBrown,Abby Roberts-Brown,190,93,578,"2,391",Wife to @dlbrown33....Mommy to Ireland Elizabeth...& I'm a Nurse
,@NurseRedheart,Nurse Redheart,178,367,52,"1,515",_ Full time nurse._ (I'm on my break right now) ((Account Idle Until June 21st 2012))
,@hot_mama2011,Sam,189,22,142,"1,264",nursing student and mother of 2 crazy boys
,@SamNini,Sam,104,7,37,"1,549",Registered Nurse. Fan of NASCAR and country music.
,@LongdenSue,Sue Longden,149,33,130,137,"Nurse, Health Visitor and Independent Consultant in Public Health. Views are my own"
,@arjayLOVEwho,Arjay Barcelona,148,36,148,"1,684",i see my fated stars in your eyes. they melt me like the sun does :) future NURSE:) http://t.co/mGC9nyr2Lw
,@SKMckinstry,Shelley McKinstry,109,3,27,"2,017",Going to school to be a Registered Nurse. Will drop random facts when school is in session.
,@LadyLeSage,Allison,129,28,200,"1,280","Nurse, Girlfriend, Mother of 2 dogs and a cat, Dreamer, Lover and anything else I can be!"
,@kaihz1894,Kayra Bagmaspad RN,130,27,180,770,REGISTERED NURSE| Family First | God-oriented | Filipino | Optimistic | SINGLE_
,@BodyWindow,The Body Window,140,55,39,"1,759","Registered nurse and holistic health practitioner. Writing, body meditations and reflection are all paths I enjoy for integrated health."
,@alejandrasanmer,Marale,136,33,283,437," You see things and say why?... But I dream things that never were and say why not? ..... love my coast, my family, my job nurse!"
,@OlejohJ,Mr. Ole J Gustavsen,113,92,733,416,"Psyciatric Nurse(RN), Manager, Health Economist(MA), Rider and Traveller (See also my twitter acount: @olejohgust; Instagram: OLEJOH87; Face: ole.j.gustavsen@)"
,@HealthSectorJob,Health Sector Jobs,145,169,254,112,"We run the most comprehensive recruitment exhibition for healthcare professionals worldwide. We bring together employers seeking Nurses, Doctors, and more."
,@SaraGlen28,Sara Glen,192,95,190,401,Newly Qualified Nurse with NUH Trust! Newly Qualified Forum Member! Care Maker! I love my job! All views my own
,@GinaJacobs69,Gina Jacobs,180,34,103,"1,522",Young Living Oils Distributor. Pediatric Home Health Care Nurse.
,@Llmills7589,Lace,190,123,332,849,ER Nurse _.Stubborn. Dedicated. Honest. Oklahoma :)
,@Kekelove_18,Nakia_T,224,45,151,26,I'm a nurse nd im very attached to things nd I'm in love wit this person nd I'm missing him like crazy_
,@EvansEllen,Ellen C. Evans,160,34,120,"2,059",former healthcare executive; current Hopkins student nurse. Washingtonian; wife of @may_dave; slow runner; vegetarian; novel reader; DC sports fan.
,@lpdizzy,Nicola Armstrong,113,87,132,816,"Mental health nurse with NEP, a passion for learning disability, equality & diversity, dementia, education and travel."
,@TheKateAffect,Kate A,113,230,493,"2,386","Rebel, vegetarian, pediatrics, nursing, music, jim beam, i hate dairy to a fault, over all an epic human being."
,@emilyrosec95,Str. Emily,118,21,33,111,18+ AU RP in @passionaxe_ent with Cara Delevingne's face claim as Emily Rose Corrigan from Los Angeles since 12th of August 1995 ۢ a shy nurse with $610
,@iamehgie01,everjoyfajilan.RN,117,48,195,"1,575",..a REGISTERED NURSE.. ..23 years of age..happy with my Life..
,@davidj_LCH,David Jennings,150,44,58,434,District Nurse at Leeds Community Healthcare
,@StarleshaB,Starlesha Brown,126,71,83,50,"geeky nurse lady who's easily bored, I read a lot, watch a good amount of tv & films. My social life revolves around festivals or the net.___ I love life."
,@Crat8403,Crystal Satterwhite,164,25,69,"1,379","Im a ER nurse, wife, and mother to the sweetest little boy!!"
,@SavannahP2121,Savannah Powers,125,78,127,"1,415",My name is Savannah. Nursing is my passion #FutureRN. My heart is full of love because my life is beautiful and perfect!
,@mrslebreuilly,Juliet,154,99,545,"1,419",Paediatric Palliative Clinical Nurse Specialist with Keech Hospice. Views here are my own.
,@mamapinay,dai,121,2,12,846,"mother of a kpop loving child, nurse, loves to travel, agatha christie's books, perry mason shows, loves teleseryes,"
,@sharingthenow,Rob McShane,125,9,18,"1,741","An eclectic mix of musician, actor, male nurse & midwife, salesman, trainer, marketer, manager, poet & author - now living with MS & in the moment!"
,@mcatjamila,mcatjamila,126,47,205,511,*Nurse *Entrepreneur *Goal-Oriented *Career-Woman *FamilyWoman *Determine
,@kgbs177,Karen,175,29,451,961,Proud nurse and mom of a Competive Dancer and a Hockey Player. Forever student who loves to teach and advocate for better senior care in Ontario
,@angelichicmismu,Angela Enyia,130,37,130,"1,650","Cute, sexy, talented n gorgeous chic aspiring to be a Registered Paediatric Nurse who wud tak her expertise 2 d suffering and dying children in d Globe."
,@Rnsociety,Rheumatology Nurses,189,"2,928","2,857","1,504",Leading passionate nurses to excellence in the care of patients with rheumatology related diseases. Tweets by @KevinLyons
,@ashdrama3303,Ashley McCabe,108,17,85,"1,810","name is Ashley, love beauty and fashion, nursing student, love my family and friends 3"
,@BigredRN,Redbone RN,160,42,110,"1,684","wife,mother,sister,daughter,friend,nurse"
,@alizakh15143684,Aliza Khan,136,11,448,584,"A Nurse..a girl who is #cute,sensible n sensitive. believe in enjoying my life by experiencing new things.."
,@SweatSprklSaute,Lindsay,114,37,83,"1,117","Food & wine enthusiast, wife, mommy to my sweet little Liam, registered nurse, and a strong passion for living a fit and healthy lifestyle!"
,@LynnMrsgriffin,Lynn Griffin,103,121,235,"1,362","Lecturer in Nursing, University of Dundee Special interest in Palliative Care (All views expressed are personal)"
,@arichards89,Ashleigh Richards,194,28,85,"1,693","I love hockey, fitness, cooking, also hockey. I am going to be a nurse. I can lick my elbow."
,@PINESNH,PINES NURSING HOME,120,299,90,"2,249","Pines Nursing Home is an independently owned and operated facility that provides 24 hour intimate, quality, and professional healthcare services."
,@Yearbookinfocom,Yearbookinfo.com,169,23,37,"1,398","View on-line high school, college, nursing, military, and celebrity yearbooks! We pay $$ to anyone wishing to sell/lend us their yearbook and view it online!"
,@petitemami,Fallon Atkins,177,34,20,"2,434",Mother. Wife. Nurse
,@jke20,iamjenskevinE,130,14,81,"1,547","21, Frustrated Nurse/L'effort est ma force weChat ID :caulycalt IG:kuchikuchi"
,@RachelLavallee,Rachel Lavallee,187,63,97,"1,217","Scentsy Director, mom to Alex and Sam, trophy wife to Mark, nurse and volunteer to many. Nobody cares if you can't dance well. Just get up and dance."
,@special_k81,Keisha Hunter,152,65,306,"1,419","Independent Avon Rep, Mommy of 3, Nurse. Living and loving life"
,@wmcrimsonidol41,Wendy Self,151,10,50,459,"Registered nurse... mother of an awesome son...lover of all things heavy metal, HUGE Christopher Titus and Bombshell Rae fan"
,@ernesmischnic08,Ernes Mischnic,114,23,63,452,Muslim (  )|  Family| A Nurse|100% Melayu|The Citizens @MCFC #CTID | La Albiceleste | (Badminton-Tennis)|Mutant Class 5
,@bhavinpk,bhavin,145,26,144,993,"Lover of God,Family & the Arts. Completing a Bachelor of Arts.Nursing Degree and loving every step of this journey. Gujarat, India. http://t.co/iCsft2B7Mj"
,@AmandaLynn1986,Amanda L. Stokes,117,5,148,"1,563","A country girl, nurse, daughter, sister, aunt, friend, & coworker. Just living life one day at a time"
